U02;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
1500;Head of State;张作霖 ;24;PA;Resigned Generalissimo;Medium;zhangzuolin;x
1501;Head of Government;张学良 ;27;PA;Naive Optimist;Medium;zhangxueliang;x
1502;Foreign Minister;张作霖 ;24;PA;Iron Fisted Brute;Medium;zhangzuolin;x
1503;Minister of Armament;王永江 ;24;PA;Administrative Genius;Medium;wangyongjiang;x
1504;Minister of Security;王永江 ;24;PA;Crime Fighter;Medium;wangyongjiang;x
1505;Head of Military Intelligence;吳俊升 ;24;PA;Logistics Specialist;Medium;wujunsheng;x
1506;Chief of Staff;郭松龄 ;24;PA;School of Mass Combat;Medium;guosongling;x
1507;Chief of Army;张作霖 ;24;PA;Static Defence Doctrine;Medium;zhangzuolin;x
1510;Head of State;张学良 ;27;PA;Resigned Generalissimo;Medium;zhangxueliang;x
1511;Head of Government;张作相 ;20;PA;Political Protege;Medium;zhangzuoxiang;x
1512;Foreign Minister;张学良 ;20;PA;Great Compromiser;Medium;zhangxueliang;x
1513;Chief of Staff;张作相 ;20;PA;Static Defence Doctrine;Medium;zhangzuoxiang;x
1514;Chief of Army;张学良 ;20;PA;Static Defence Doctrine;Medium;zhangxueliang;x
1515;Minister of Armament;王树翰 ;20;PA;Laissez Faires Capitalist;Medium;wangshuhan;x
1516;Minister of Security;于驷兴 ;20;PA;Silent Lawyer;Medium;yusixing;x
1517;Foreign Minister;张景惠 ;26;PA;General Staffer;Medium;zhangjinghui;x
1518;Chief of Army;张作相 ;20;PA;Decisive Battle Doctrine;Medium;zhangzuoxiang;x
1519;Head of Government;杨宇霆 ;27;PA;Flamboyant Tough Guy;Medium;yangyuting;x
1520;Minister of Armament;杨宇霆 ;20;PA;Military Entrepreneur;Medium;yangyuting;x
1521;Chief of Staff;杨宇霆 ;20;PA;School of Psychology;Medium;yangyuting;x
1522;Head of Military Intelligence;张景惠 ;20;PA;Dismal Enigma;Medium;zhangjinghui;x
1523;Head of State;杨宇霆 ;27;PA;Die-hard Reformer;Medium;yangyuting;x
1524;Minister of Security;吴俊升 ;20;PA;Crooked Kleptocrat;Medium;wujunsheng;x
1525;Head of State;张作相 ;20;PA;Insignificant Layman;Medium;zhangzuoxiang;x
