U19;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
15500;Head of State;沈鸿英 ;24;PA;Ruthless Powermonger;Medium;shenhongying;x
15501;Head of Government;沈鸿英 ;24;PA;Old General;Medium;shenhongying;x
15502;Foreign Minister;沈鸿英 ;24;PA;General Staffer;Medium;shenhongying;x
15503;Minister of Armament;沈鸿英 ;24;PA;Infantry Proponent;Medium;shenhongying;x
15504;Minister of Security;沈鸿英 ;24;PA;Prince of Terror;Medium;shenhongying;x
15505;Head of Military Intelligence;沈鸿英 ;24;PA;Logistics Specialist;Medium;shenhongying;x
15506;Chief of Staff;沈鸿英 ;24;PA;School of Manoeuvre;Medium;shenhongying;x
15507;Chief of Army;沈鸿英 ;24;PA;Decisive Battle Doctrine;Medium;shenhongying;x
15508;Chief of Navy;南方军閥;36;PA;Undistinguished Suit;Medium;nanfang;x
15509;Chief of Air Force;法國;36;SD;Undistinguished Suit;Medium;fra;x
15510;Chief of Navy;國民黨;24;PA;Undistinguished Suit;Very High;kmt;x
15511;Chief of Air Force;蘇联;24;ST;Undistinguished Suit;Very High;sov;x
15512;Chief of Navy;共產黨;24;ST;Undistinguished Suit;Very High;tg;x
15513;Chief of Air Force;英國;24;ML;Undistinguished Suit;Very High;eng;x
15514;Chief of Navy;北洋军閥;24;PA;Undistinguished Suit;Very High;beifang;x
15515;Chief of Air Force;美國;24;SL;Undistinguished Suit;Very High;usa;x
15516;Chief of Navy;大清;24;PA;Undistinguished Suit;Very High;daqing;x
15517;Chief of Air Force;日本;24;PA;Undistinguished Suit;Very High;jap;x
15518;Chief of Navy;少數民族;24;PA;Undistinguished Suit;Very High;shaoshu;x
15519;Chief of Air Force;德國;24;NS;Undistinguished Suit;Very High;ger;x
15520;Chief of Navy;列强;24;ML;Undistinguished Suit;Very High;lieqiang;x
15521;Chief of Air Force;本土勢力;24;PA;Undistinguished Suit;Very High;bentu;x
