U04;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
400;Head of State;ÍôÕ×Ãú;26;LWR;Benevolent Gentleman;Medium;wangjingwei;x
401;Head of Government;ÍôÕ×Ãú;26;LWR;Naive Optimist;Medium;wangjingwei;x
402;Chief of Army;ÍôÕ×Ãú;26;LWR;Guns and Butter Doctrine;Medium;wangjingwei;x
403;Chief of Staff;Ì·ÑÓê];26;LWR;School of Psychology;Medium;tanyankai;x
404;Head of State;Ì·ÑÓê];26;LWR;Insignificant Layman;Medium;tanyankai;x
405;Minister of Security;Ì·ÑÓê];26;LWR;Silent Lawyer;Medium;tanyankai;x
406;Chief of Staff;ÖìÅàµÂ;26;LWR;School of Defence;Medium;zhupeide;x
407;Foreign Minister;³ÂÓÑÈÊ;26;LWR;Iron Fisted Brute;Medium;chenyouren;x
408;Minister of Armament;Ëï¿Æ;26;PA;Laissez Faires Capitalist;Medium;sunke;x
409;Chief of Army;³ÌÇ±;26;LWR;Guns and Butter Doctrine;Medium;chengqian;x
