U15;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
13500;Head of State;杨森 ;24;PA;Stern Imperialist;Medium;yangsen;x
13501;Head of Government;杨森 ;24;PA;Old General;Medium;yangsen;x
13502;Foreign Minister;杨森 ;24;PA;Iron Fisted Brute;Medium;yangsen;x
13503;Minister of Armament;陈抱一 ;24;PA;Laissez Faires Capitalist;Medium;dazhong;x
13504;Minister of Security;吴体仁 ;24;PA;Silent Lawyer;Medium;dazhong;x
13505;Head of Military Intelligence;范绍增 ;24;PA;Undistinguished Suit;Medium;fanshaozeng;x
13506;Chief of Staff;王正均 ;24;PA;School of Defence;Medium;dazhong;x
13507;Chief of Army;杨森 ;24;PA;Guns and Butter Doctrine;Medium;yangsen;x
13510;Minister of Armament;卢作孚 ;28;PA;Administrative Genius;Medium;luzuofu;x
13511;Chief of Staff;王瓒绪 ;20;PA;Undistinguished Suit;Medium;wangzanxu;x
13512;Chief of Navy;南方军閥;36;PA;Undistinguished Suit;Medium;nanfang;x
13513;Chief of Air Force;本土勢力;36;PA;Undistinguished Suit;Medium;bentu;x
