U05;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
2500;Head of State;ÎâÅåæÚ ;24;PA;Stern Imperialist;Medium;wupeifu;x
2501;Head of Government;ÆëÛÆÔª ;24;PA;Flamboyant Tough Guy;Medium;qixieyuan;x
2502;Foreign Minister;ÎâÅåæÚ ;24;PA;General Staffer;Medium;wupeifu;x
2503;Minister of Armament;ÆëÛÆÔª ;20;PA;Infantry Proponent;Medium;qixieyuan;x
2504;Minister of Security;³Â¼ÎÚÓ ;20;PA;Crooked Kleptocrat;Medium;chenjiamo;x
2505;Head of Military Intelligence;ÁõÓñ´º ;24;PA;Dismal Enigma;Medium;liuyuchun;x
2506;Chief of Staff;ÆëÛÆÔª ;24;PA;School of Mass Combat;Medium;qixieyuan;x
2507;Chief of Army;ÎâÅåæÚ ;24;PA;Decisive Battle Doctrine;Medium;wupeifu;x
2510;Head of Government;½ùÔÆ¶õ ;20;PA;Political Protege;Medium;jinyune;x
2511;Chief of Army;½ùÔÆ¶õ ;20;PA;Decisive Battle Doctrine;Medium;jinyune;x
2512;Minister of Security;ÏôÒ«ÄÏ ;20;PA;Efficient Sociopath;Medium;xiaoyaonan;x
2513;Chief of Staff;ÆëÛÆÔª ;20;PA;School of Defence;Medium;qixieyuan;x
2514;Foreign Minister;½ùÔÆ¶õ ;20;PA;Iron Fisted Brute;Medium;jinyune;x
2515;Head of State;ÏôÒ«ÄÏ ;20;PA;Weary Stiffneck;Medium;xiaoyaonan;x
2516;Minister of Armament;½ùÔÆ¶õ ;24;PA;Military Entrepreneur;Medium;jinyune;x
2517;Minister of Security;ÆëÛÆÔª ;24;PA;Crooked Kleptocrat;Medium;qixieyuan;x
