U20;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
145001;Head of State;胡汉民 ;29;PA;Popular Figurehead;High;huhanmin;x
145002;Head of Government;陈济棠 ;27;PA;Old General;High;L50031;x
145003;Foreign Minister;胡汉民 ;29;PA;Biased Intellectual;Very High;huhanmin;x
145022;Head of State;陈铭枢;28;PA;Resigned Generalissimo;Very High;chenmingshu;x
145004;Minister of Armament;陈济棠 ;27;PA;Military Entrepreneur;Very High;L50031;x
145005;Minister of Security;陈济棠 ;27;PA;Crime Fighter;Very High;L50031;x
145006;Head of Military Intelligence;陈济棠 ;27;PA;Industrial Specialist;Very High;L50031;x
145007;Chief of Staff;陈济棠 ;27;PA;School of Psychology;Very High;L50031;x
145008;Chief of Army;余汉谋 ;27;PA;Decisive Battle Doctrine;Very High;M502004;x
145011;Head of State;陈济棠 ;27;PA;Weary Stiffneck;High;L50031;x
145012;Foreign Minister;陈济棠 ;27;PA;Biased Intellectual;Very High;L50031;x
145013;Head of State;李济深 ;27;PA;Popular Figurehead;Very High;lijishen;x
145014;Head of Government;黄琪翔;27;PA;Ruthless Powermonger;Very High;huangqixiang;x
145021;Chief of Army;黄琪翔;27;PA;Ruthless Powermonger;Very High;huangqixiang;x
145015;Head of State;张发奎;27;PA;Barking Buffoon;Very High;zhangfakui;x
145020;Chief of Staff;张发奎;27;PA;School of Psychology;Very High;zhangfakui;x
145017;Minister of Armament;张发奎;27;PA;Barking Buffoon;Very High;zhangfakui;x
